Transaction_Amount,Transaction_Type,Time_of_Transaction,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Device_Used,Fraudulent
1708.0,POS Payment,0.0,Miami,1,44,12,Credit Card,Tablet,0
4249.97,Bank Transfer,22.0,Seattle,2,90,8,Credit Card,Desktop,0
2331.1,Online Purchase,15.0,Chicago,2,52,4,Credit Card,Mobile,0
1828.43,POS Payment,7.0,Boston,2,45,6,UPI,Tablet,0
4376.96,Bill Payment,13.0,Houston,1,49,5,Net Banking,Mobile,0
2595.47,Online Purchase,2.0,Boston,1,8,7,Net Banking,Mobile,0
3882.14,Bill Payment,2.0,Seattle,3,33,12,Credit Card,Mobile,0
1233.86,Online Purchase,21.0,San Francisco,2,60,7,Net Banking,Mobile,0
3082.96,Online Purchase,19.0,Boston,2,103,7,Net Banking,Tablet,0
3469.06,Bill Payment,4.0,Miami,3,53,3,Net Banking,Desktop,0
1357.3,POS Payment,21.0,Boston,2,18,10,UPI,Mobile,0
4840.65,ATM Withdrawal,22.0,Boston,4,72,14,UPI,Tablet,1
1671.21,POS Payment,17.0,Boston,3,52,1,Net Banking,Desktop,0
2646.18,Bill Payment,15.0,San Francisco,4,46,14,Net Banking,Tablet,0
3496.88,Bill Payment,9.0,San Francisco,3,9,2,Net Banking,Desktop,0
3210.3,Bill Payment,16.0,San Francisco,2,47,4,Net Banking,Mobile,0
1691.83,ATM Withdrawal,20.0,Boston,2,78,2,Credit Card,Mobile,0
3744.15,ATM Withdrawal,22.0,New York,4,119,4,UPI,Mobile,0
2346.28,POS Payment,14.0,New York,3,67,13,Net Banking,Mobile,0
3833.22,POS Payment,2.0,Los Angeles,1,6,8,Net Banking,Desktop,0
2853.75,Online Purchase,2.0,Houston,2,9,12,Credit Card,Mobile,0
1111.08,Bill Payment,23.0,Chicago,4,13,8,Debit Card,Tablet,0
2431.13,ATM Withdrawal,3.0,Seattle,2,112,1,Invalid Method,Mobile,0
3013.94,Bank Transfer,15.0,Houston,1,6,8,UPI,Tablet,0
452.59,Bill Payment,18.0,New York,0,21,2,UPI,Tablet,0
376.12,POS Payment,15.0,New York,1,88,3,Debit Card,Tablet,0
2976.15,Online Purchase,6.0,Miami,0,3,2,UPI,Tablet,1
1994.33,Bill Payment,4.0,San Francisco,4,112,1,Debit Card,Desktop,1
3713.42,Online Purchase,23.0,Chicago,1,112,1,UPI,Tablet,0
622.53,ATM Withdrawal,15.0,Seattle,4,29,2,Net Banking,Tablet,0
4269.14,Bank Transfer,14.0,Los Angeles,3,13,5,Credit Card,Mobile,0
4289.72,Online Purchase,13.0,Houston,3,31,4,Net Banking,Tablet,0
4114.07,Bill Payment,10.0,Miami,4,99,13,UPI,Desktop,0
3684.07,ATM Withdrawal,14.0,Boston,2,19,8,Credit Card,Desktop,0
4520.75,Bill Payment,0.0,Miami,4,51,2,Debit Card,Desktop,0
3668.37,POS Payment,11.0,San Francisco,3,36,5,Credit Card,Desktop,0
1386.19,Bank Transfer,1.0,Chicago,3,112,5,Credit Card,Mobile,0
4272.71,Bank Transfer,1.0,Houston,1,56,4,UPI,Tablet,0
688.21,Bank Transfer,8.0,San Francisco,3,58,10,UPI,Mobile,0
2989.05,Bill Payment,15.0,Miami,0,86,12,UPI,Mobile,0
3002.28,Bank Transfer,18.0,New York,4,67,5,Net Banking,Tablet,0
490.5,Online Purchase,18.0,Los Angeles,4,110,5,Net Banking,Mobile,0
1067.72,Online Purchase,5.0,Chicago,1,32,7,UPI,Mobile,0
4736.91,Bill Payment,18.0,Seattle,2,57,11,Net Banking,Unknown Device,1
4789.21,Bill Payment,22.0,Chicago,2,119,14,Debit Card,Mobile,0
4048.9,Bill Payment,18.0,Houston,2,65,13,UPI,Mobile,0
4335.88,Bank Transfer,18.0,New York,2,53,1,UPI,Mobile,1
2555.47,Bank Transfer,3.0,Chicago,3,25,5,Credit Card,Mobile,0
3563.06,Bank Transfer,6.0,Miami,1,48,6,Debit Card,Mobile,0
3489.11,ATM Withdrawal,8.0,New York,2,77,1,UPI,Desktop,0
2826.76,POS Payment,6.0,San Francisco,2,110,13,Net Banking,Tablet,1
4995.79,Bank Transfer,2.0,Seattle,2,35,2,Net Banking,Mobile,0
2677.51,ATM Withdrawal,15.0,Seattle,1,119,2,UPI,Mobile,0
4250.45,ATM Withdrawal,5.0,Miami,4,118,11,Net Banking,Desktop,0
3640.54,Bank Transfer,11.0,Miami,4,17,7,Net Banking,Tablet,0
3211.55,ATM Withdrawal,20.0,San Francisco,4,26,10,Net Banking,Mobile,0
2496.05,Bill Payment,17.0,Los Angeles,1,47,13,Credit Card,Desktop,0
4079.31,Online Purchase,21.0,San Francisco,3,30,14,UPI,Mobile,0
3607.02,Bill Payment,2.0,New York,0,95,14,Credit Card,Desktop,0
607.12,POS Payment,15.0,San Francisco,0,97,10,UPI,Desktop,0
1693.37,POS Payment,14.0,Seattle,1,35,5,UPI,Mobile,0
3892.08,Bill Payment,16.0,Chicago,3,63,9,Credit Card,Desktop,0
1121.74,ATM Withdrawal,10.0,Miami,4,104,8,Debit Card,Mobile,0
4799.26,Online Purchase,10.0,San Francisco,4,77,6,Net Banking,Mobile,0
629.74,Bill Payment,17.0,Miami,1,40,12,Credit Card,Desktop,0
3225.58,ATM Withdrawal,19.0,New York,4,71,9,Net Banking,Mobile,0
3289.59,ATM Withdrawal,1.0,Houston,2,46,6,UPI,Mobile,0
1805.62,ATM Withdrawal,10.0,Seattle,1,72,5,Net Banking,Mobile,0
1460.65,Bill Payment,5.0,Boston,4,61,7,Credit Card,Tablet,0
2781.95,Online Purchase,3.0,Chicago,1,38,10,Net Banking,Tablet,0
3731.73,Bank Transfer,11.0,Chicago,3,30,10,Credit Card,Mobile,0
1307.93,Bank Transfer,6.0,Chicago,1,113,1,UPI,Desktop,0
3189.81,Bill Payment,9.0,Houston,1,102,8,Credit Card,Tablet,0
3721.21,Bill Payment,1.0,Boston,3,53,14,Net Banking,Tablet,0
2114.5,Bank Transfer,4.0,Boston,1,57,9,Credit Card,Desktop,0
559.19,POS Payment,11.0,Seattle,4,32,7,Credit Card,Mobile,0
4497.52,Bank Transfer,4.0,New York,3,96,12,Invalid Method,Unknown Device,0
4513.07,ATM Withdrawal,22.0,Boston,2,114,14,Net Banking,Tablet,0
2130.16,Online Purchase,16.0,Houston,3,116,3,UPI,Desktop,0
1273.03,POS Payment,22.0,Chicago,2,59,6,Credit Card,Desktop,0
4047.54,Bank Transfer,0.0,Houston,3,73,12,Net Banking,Mobile,0
3263.61,Online Purchase,12.0,Boston,0,38,14,Credit Card,Mobile,0
2586.89,ATM Withdrawal,15.0,Los Angeles,1,100,2,Credit Card,Desktop,0
3921.18,Online Purchase,11.0,Chicago,1,50,9,Debit Card,Mobile,0
94.03,Online Purchase,4.0,Miami,3,40,8,UPI,Desktop,0
4288.69,Bank Transfer,13.0,San Francisco,2,1,1,UPI,Mobile,0
2207.11,Bill Payment,6.0,Boston,0,17,8,Debit Card,Tablet,0
3085.55,POS Payment,21.0,New York,3,75,11,Debit Card,Mobile,0
1108.24,POS Payment,19.0,Los Angeles,3,50,5,UPI,Mobile,1
1164.69,POS Payment,17.0,New York,3,116,13,UPI,Desktop,0
2976.15,Bill Payment,10.0,New York,3,47,12,UPI,Desktop,0
3480.42,POS Payment,18.0,Chicago,1,81,8,UPI,Mobile,0
4187.2,ATM Withdrawal,11.0,Boston,3,80,10,Credit Card,Tablet,0
1835.94,Bank Transfer,12.0,Seattle,4,83,14,Net Banking,Mobile,0
1619.5,ATM Withdrawal,3.0,Los Angeles,1,47,11,Credit Card,Desktop,1
2393.97,POS Payment,23.0,Miami,4,39,10,UPI,Desktop,0
3404.23,Bank Transfer,3.0,Houston,2,111,12,UPI,Mobile,0
1131.77,Bill Payment,15.0,New York,2,17,4,UPI,Mobile,0
2229.89,POS Payment,8.0,Miami,2,26,6,Credit Card,Tablet,0
3894.86,Online Purchase,23.0,Seattle,1,46,13,UPI,Tablet,0
3835.44,POS Payment,9.0,Houston,2,98,14,Credit Card,Unknown Device,0
360.97,Bill Payment,11.0,San Francisco,2,23,13,UPI,Tablet,1
3705.82,Online Purchase,7.0,Los Angeles,2,84,6,UPI,Desktop,0
3125.06,Online Purchase,21.0,Chicago,4,12,3,Debit Card,Mobile,0
3545.68,ATM Withdrawal,9.0,Miami,0,54,13,Debit Card,Tablet,0
4455.17,ATM Withdrawal,1.0,Miami,1,47,3,Debit Card,Mobile,0
3619.25,Bill Payment,4.0,Chicago,0,57,14,Debit Card,Mobile,1
2050.32,Online Purchase,17.0,San Francisco,1,95,4,UPI,Mobile,0
3090.95,POS Payment,12.0,Chicago,3,53,3,Credit Card,Desktop,0
24.11,Bank Transfer,12.0,New York,1,13,10,Net Banking,Mobile,0
3707.36,Bank Transfer,15.0,Seattle,4,24,7,Debit Card,Mobile,0
4520.66,POS Payment,2.0,Chicago,3,33,7,Invalid Method,Desktop,0
2659.32,ATM Withdrawal,6.0,Seattle,4,12,10,UPI,Desktop,0
3047.69,Online Purchase,8.0,Houston,3,60,6,UPI,Desktop,0
4946.65,POS Payment,12.0,Chicago,4,40,1,Credit Card,Tablet,0
2549.66,ATM Withdrawal,11.0,San Francisco,0,89,7,Debit Card,Tablet,0
2478.3,Bank Transfer,22.0,Houston,0,77,7,Debit Card,Tablet,0
4495.81,Bill Payment,12.0,Houston,0,89,6,Credit Card,Mobile,0
4588.75,Bill Payment,6.0,New York,3,91,6,Net Banking,Desktop,0
2785.19,ATM Withdrawal,7.0,New York,2,45,1,Net Banking,Mobile,0
352.51,Bank Transfer,7.0,Seattle,1,1,2,Net Banking,Unknown Device,0
640.88,ATM Withdrawal,8.0,San Francisco,3,93,4,UPI,Mobile,0
4233.73,Bank Transfer,2.0,Los Angeles,3,15,7,Net Banking,Desktop,0
4512.76,ATM Withdrawal,17.0,Houston,1,58,9,Net Banking,Desktop,0
4661.43,Online Purchase,17.0,San Francisco,4,21,6,Net Banking,Desktop,0
2642.51,ATM Withdrawal,11.0,Boston,3,118,2,Debit Card,Mobile,0
1022.36,Bank Transfer,0.0,Chicago,1,58,5,UPI,Tablet,0
2819.66,Online Purchase,10.0,Chicago,2,106,8,Net Banking,Desktop,0
2457.55,ATM Withdrawal,7.0,Houston,1,90,14,UPI,Mobile,0
198.02,Online Purchase,3.0,Seattle,3,87,4,UPI,Tablet,0
536.95,ATM Withdrawal,21.0,San Francisco,2,106,14,Debit Card,Desktop,0
151.59,POS Payment,19.0,Boston,0,116,12,Net Banking,Desktop,0
4148.74,Bank Transfer,10.0,Houston,4,35,11,Debit Card,Tablet,0
2951.21,ATM Withdrawal,2.0,New York,0,51,6,UPI,Mobile,0
2302.22,ATM Withdrawal,13.0,Miami,2,83,2,Debit Card,Tablet,0
1953.24,Bill Payment,19.0,Seattle,4,60,9,UPI,Mobile,0
4137.81,Bill Payment,11.0,Miami,1,47,6,Credit Card,Desktop,0
4350.06,Bank Transfer,22.0,Houston,2,24,4,Credit Card,Tablet,0
4951.6,ATM Withdrawal,22.0,Chicago,0,105,10,Net Banking,Mobile,0
4135.49,Bank Transfer,12.0,New York,1,74,14,Net Banking,Tablet,0
395.09,Bank Transfer,23.0,Boston,1,107,3,Debit Card,Tablet,0
3755.55,Online Purchase,15.0,New York,0,44,8,Net Banking,Tablet,0
3100.03,Bill Payment,8.0,Houston,2,108,10,UPI,Mobile,0
3950.87,Online Purchase,20.0,Los Angeles,2,32,11,Debit Card,Desktop,0
2221.23,POS Payment,19.0,New York,4,109,8,Net Banking,Mobile,0
3826.49,ATM Withdrawal,14.0,Houston,3,28,12,Net Banking,Mobile,0
4303.96,Bill Payment,21.0,Boston,4,22,3,UPI,Mobile,0
1377.28,Bank Transfer,1.0,New York,3,71,4,Debit Card,Tablet,0
681.31,Bill Payment,22.0,New York,1,11,14,Credit Card,Desktop,0
4552.5,POS Payment,22.0,New York,2,86,14,Net Banking,Desktop,0
1186.42,POS Payment,15.0,Miami,2,77,2,Credit Card,Desktop,1
49997.8,POS Payment,19.0,Los Angeles,4,87,3,UPI,Tablet,0
2208.1,Bank Transfer,0.0,San Francisco,1,32,12,Credit Card,Desktop,0
946.19,Bill Payment,23.0,Seattle,2,98,13,Debit Card,Unknown Device,0
3400.95,ATM Withdrawal,21.0,San Francisco,2,69,5,Debit Card,Desktop,0
4766.83,Online Purchase,23.0,New York,1,20,10,Credit Card,Mobile,0
3743.93,Bill Payment,11.0,Seattle,4,113,5,Net Banking,Mobile,0
768.51,Bill Payment,7.0,Seattle,0,101,10,UPI,Tablet,0
4024.59,POS Payment,18.0,Miami,4,58,6,UPI,Mobile,0
1032.11,POS Payment,17.0,Miami,4,34,10,Net Banking,Mobile,0
711.95,Online Purchase,23.0,San Francisco,1,85,6,Debit Card,Mobile,1
1819.84,Online Purchase,7.0,New York,4,100,2,UPI,Desktop,0
234.45,POS Payment,5.0,Chicago,0,5,13,Credit Card,Desktop,0
1146.72,ATM Withdrawal,23.0,New York,4,67,7,Debit Card,Tablet,0
2180.62,Bill Payment,2.0,Houston,3,36,3,Debit Card,Mobile,0
1663.02,POS Payment,19.0,Boston,0,59,3,Net Banking,Mobile,0
49997.8,Online Purchase,19.0,Miami,0,117,1,Net Banking,Mobile,0
857.13,Bill Payment,19.0,Houston,3,8,14,Credit Card,Desktop,0
4844.06,Bank Transfer,6.0,Los Angeles,2,6,12,UPI,Tablet,0
2145.77,ATM Withdrawal,14.0,Seattle,3,96,11,UPI,Mobile,0
1496.6,Bank Transfer,21.0,Seattle,1,57,11,Debit Card,Mobile,0
1052.35,POS Payment,4.0,Houston,3,21,3,UPI,Desktop,0
1189.14,POS Payment,9.0,Los Angeles,2,103,13,Debit Card,Tablet,0
838.34,ATM Withdrawal,10.0,San Francisco,1,107,13,Debit Card,Desktop,0
3229.97,POS Payment,15.0,Seattle,4,58,6,Net Banking,Tablet,0
513.43,ATM Withdrawal,3.0,Chicago,2,82,12,Net Banking,Mobile,0
1619.62,POS Payment,4.0,New York,0,48,13,Credit Card,Desktop,0
4259.33,Bank Transfer,7.0,Boston,3,45,3,Credit Card,Desktop,0
2357.09,POS Payment,21.0,Miami,1,2,5,Net Banking,Mobile,0
620.89,Online Purchase,7.0,New York,2,22,12,Credit Card,Mobile,0
2772.35,Bill Payment,20.0,Seattle,0,39,10,Net Banking,Tablet,0
622.57,Bank Transfer,8.0,Chicago,3,90,1,Credit Card,Desktop,0
1199.75,Online Purchase,18.0,San Francisco,0,114,10,Net Banking,Desktop,0
1947.85,ATM Withdrawal,13.0,Seattle,1,26,11,Debit Card,Desktop,0
3678.76,ATM Withdrawal,13.0,Houston,3,36,12,UPI,Desktop,0
580.64,POS Payment,16.0,Chicago,1,103,1,Net Banking,Desktop,1
974.97,Bank Transfer,16.0,Los Angeles,3,70,2,Debit Card,Tablet,0
4692.26,Bank Transfer,13.0,Seattle,1,26,2,Debit Card,Mobile,0
339.36,Online Purchase,18.0,Miami,1,85,2,Debit Card,Mobile,0
4246.43,ATM Withdrawal,18.0,Seattle,4,113,11,Debit Card,Tablet,0
3516.98,ATM Withdrawal,23.0,Miami,1,85,8,UPI,Desktop,0
1603.49,Online Purchase,23.0,San Francisco,0,100,7,Credit Card,Tablet,0
4802.79,POS Payment,21.0,Los Angeles,2,29,2,Net Banking,Desktop,0
2384.76,Bank Transfer,3.0,New York,1,77,3,Net Banking,Mobile,0
3205.85,Bill Payment,1.0,Chicago,3,36,9,Net Banking,Desktop,0
38.19,ATM Withdrawal,12.0,Los Angeles,1,34,14,Credit Card,Tablet,0
2229.48,Bill Payment,18.0,Los Angeles,2,37,7,Debit Card,Tablet,1
3498.62,POS Payment,2.0,New York,4,2,4,Debit Card,Mobile,0
1757.59,Online Purchase,16.0,Miami,3,24,12,Debit Card,Mobile,0
3110.75,POS Payment,13.0,Los Angeles,4,71,6,Credit Card,Mobile,0
1031.59,POS Payment,16.0,Miami,3,106,2,Credit Card,Tablet,0
2726.79,POS Payment,4.0,San Francisco,1,78,13,Credit Card,Desktop,0
3195.25,ATM Withdrawal,18.0,New York,2,50,3,Credit Card,Desktop,0
2086.06,POS Payment,1.0,Boston,0,71,12,UPI,Desktop,0
3377.78,Bank Transfer,6.0,New York,0,88,14,Debit Card,Mobile,0
3346.19,Online Purchase,0.0,Houston,4,30,14,Debit Card,Desktop,0
3066.75,ATM Withdrawal,18.0,Houston,2,84,8,Net Banking,Tablet,0
3553.44,ATM Withdrawal,21.0,Seattle,0,76,14,UPI,Mobile,0
1312.59,ATM Withdrawal,10.0,Chicago,3,8,1,Net Banking,Tablet,0
200.58,POS Payment,1.0,Los Angeles,0,39,14,Credit Card,Tablet,0
2746.26,Bill Payment,0.0,Chicago,1,107,8,Credit Card,Desktop,0
1616.17,POS Payment,16.0,Boston,1,114,7,Debit Card,Mobile,0
4609.35,ATM Withdrawal,2.0,San Francisco,2,17,5,Net Banking,Tablet,0
4101.39,Bill Payment,22.0,Houston,4,35,13,Net Banking,Desktop,0
4789.69,POS Payment,17.0,Los Angeles,3,95,4,Credit Card,Desktop,0
1085.98,POS Payment,3.0,New York,0,117,5,Net Banking,Desktop,0
3727.98,POS Payment,1.0,Boston,1,95,1,Debit Card,Desktop,0
4848.1,POS Payment,11.0,Los Angeles,1,100,8,UPI,Desktop,0
3186.93,Bill Payment,7.0,San Francisco,1,25,1,Debit Card,Unknown Device,0
3494.28,Bank Transfer,16.0,Seattle,0,79,7,Credit Card,Mobile,0
591.56,ATM Withdrawal,3.0,Boston,2,9,2,Invalid Method,Tablet,0
1283.24,Online Purchase,14.0,Houston,2,17,8,Debit Card,Mobile,0
3236.96,ATM Withdrawal,3.0,New York,2,16,7,Invalid Method,Desktop,0
89.69,Bank Transfer,23.0,Boston,0,5,2,UPI,Tablet,0
3036.82,POS Payment,17.0,Seattle,3,49,9,Credit Card,Tablet,0
2595.1,POS Payment,3.0,Houston,2,90,3,Credit Card,Mobile,0
2630.45,Online Purchase,0.0,Boston,0,30,5,Net Banking,Mobile,0
46.65,Bank Transfer,20.0,Seattle,0,8,12,Credit Card,Desktop,0
3741.45,Online Purchase,5.0,Los Angeles,1,2,8,Net Banking,Tablet,0
4885.86,POS Payment,20.0,Houston,4,109,4,Debit Card,Unknown Device,0
1606.36,Bill Payment,20.0,Seattle,2,78,2,Debit Card,Desktop,0
2864.7,Bill Payment,4.0,Boston,1,111,9,Net Banking,Tablet,0
1240.34,Online Purchase,23.0,Miami,1,51,11,UPI,Tablet,0
3706.9,Bank Transfer,16.0,Chicago,4,15,7,Net Banking,Tablet,0
1125.78,POS Payment,3.0,Boston,4,94,13,Net Banking,Desktop,0
3754.9,POS Payment,12.0,Miami,2,97,10,UPI,Mobile,0
1266.31,ATM Withdrawal,3.0,Boston,3,20,13,Credit Card,Mobile,0
3499.99,Online Purchase,4.0,Los Angeles,4,113,8,Debit Card,Desktop,1
1125.17,Online Purchase,8.0,Miami,0,17,2,UPI,Tablet,0
332.53,Online Purchase,4.0,Chicago,2,55,1,UPI,Tablet,0
637.45,ATM Withdrawal,20.0,Miami,4,5,13,Debit Card,Tablet,0
1844.42,ATM Withdrawal,19.0,San Francisco,3,87,5,Credit Card,Mobile,0
2228.89,POS Payment,21.0,Houston,1,3,6,UPI,Tablet,0
113.79,Bank Transfer,19.0,Miami,1,88,6,UPI,Tablet,1
4177.1,Online Purchase,14.0,Miami,1,112,14,Net Banking,Tablet,0
173.19,Bank Transfer,1.0,San Francisco,1,68,8,Credit Card,Mobile,0
576.59,Bank Transfer,7.0,New York,4,21,5,Debit Card,Tablet,0
1495.12,Online Purchase,4.0,Houston,1,84,7,Credit Card,Desktop,0
1582.81,Bank Transfer,4.0,Los Angeles,1,11,1,UPI,Tablet,0
1904.88,Bill Payment,12.0,Seattle,3,100,4,Debit Card,Tablet,0
582.71,Online Purchase,2.0,Los Angeles,4,40,6,UPI,Desktop,0
4022.34,Bank Transfer,21.0,Houston,2,70,8,UPI,Mobile,0
2065.76,Online Purchase,15.0,Seattle,0,18,2,Debit Card,Desktop,1
1931.58,POS Payment,13.0,Chicago,4,3,4,Net Banking,Tablet,0
1633.01,POS Payment,6.0,Boston,2,33,6,Debit Card,Mobile,0
2094.62,Bank Transfer,12.0,Miami,1,80,13,Credit Card,Desktop,0
4404.22,POS Payment,8.0,Seattle,4,28,14,Net Banking,Tablet,0
2747.3,POS Payment,10.0,San Francisco,2,28,4,Debit Card,Desktop,0
2636.81,POS Payment,3.0,Houston,3,47,1,Credit Card,Desktop,0
3290.4,POS Payment,15.0,Miami,1,113,4,Debit Card,Mobile,1
384.58,ATM Withdrawal,16.0,Los Angeles,2,46,8,UPI,Mobile,0
3941.82,ATM Withdrawal,14.0,Los Angeles,1,36,6,UPI,Desktop,0
2296.41,ATM Withdrawal,23.0,Boston,2,95,3,Net Banking,Desktop,0
3178.43,ATM Withdrawal,3.0,Miami,2,28,10,Net Banking,Unknown Device,0
854.52,Bill Payment,17.0,Boston,0,24,13,UPI,Desktop,0
3895.92,Bank Transfer,14.0,Houston,4,47,5,UPI,Desktop,0
1715.48,ATM Withdrawal,6.0,Los Angeles,1,17,12,Net Banking,Desktop,0
3091.81,Online Purchase,6.0,Seattle,3,57,4,Credit Card,Mobile,0
3359.72,Bill Payment,12.0,Los Angeles,1,42,10,Debit Card,Mobile,0
2377.46,ATM Withdrawal,20.0,Seattle,4,14,7,UPI,Tablet,0
2544.9,Bank Transfer,17.0,Miami,3,27,4,Net Banking,Desktop,0
2938.93,Bank Transfer,22.0,Boston,1,98,12,UPI,Desktop,0
36.98,ATM Withdrawal,20.0,Chicago,2,6,7,Debit Card,Mobile,1
3312.06,Bank Transfer,16.0,Chicago,4,76,6,Net Banking,Mobile,0
3468.64,Bill Payment,15.0,Boston,3,108,5,Credit Card,Desktop,0
83.92,POS Payment,21.0,San Francisco,3,56,6,Debit Card,Desktop,0
1452.18,ATM Withdrawal,13.0,San Francisco,3,50,3,UPI,Mobile,0
591.8,POS Payment,5.0,San Francisco,3,78,13,UPI,Mobile,0
67.85,POS Payment,16.0,San Francisco,0,41,10,Debit Card,Desktop,0
2179.68,Bank Transfer,0.0,Miami,4,1,3,Net Banking,Mobile,0
3773.93,POS Payment,4.0,New York,2,102,9,Credit Card,Unknown Device,0
4349.28,POS Payment,9.0,Chicago,1,1,4,Net Banking,Tablet,0
1465.21,Bill Payment,13.0,San Francisco,0,84,7,UPI,Mobile,0
3292.65,Online Purchase,7.0,New York,3,67,6,Credit Card,Mobile,0
3250.49,POS Payment,0.0,Chicago,3,111,8,UPI,Unknown Device,0
2074.41,Online Purchase,23.0,New York,2,25,10,Debit Card,Mobile,1
1518.52,POS Payment,4.0,Los Angeles,1,56,6,Net Banking,Mobile,0
2664.11,ATM Withdrawal,14.0,Boston,3,62,2,Debit Card,Mobile,0
11.8,POS Payment,16.0,Los Angeles,0,17,11,UPI,Desktop,0
1102.92,Bank Transfer,7.0,San Francisco,1,62,14,UPI,Tablet,0
3600.17,Bill Payment,0.0,Boston,2,91,6,Credit Card,Desktop,0
49997.8,Bill Payment,2.0,Seattle,1,65,5,Credit Card,Tablet,0
906.67,ATM Withdrawal,22.0,Los Angeles,4,44,11,Net Banking,Desktop,0
933.08,POS Payment,2.0,Seattle,2,104,8,UPI,Unknown Device,0
3969.05,Bank Transfer,20.0,Boston,0,99,2,Debit Card,Desktop,0
3105.63,ATM Withdrawal,20.0,Miami,0,50,8,Debit Card,Tablet,1
2285.68,POS Payment,22.0,Miami,2,75,9,Credit Card,Mobile,0
3712.01,ATM Withdrawal,1.0,Los Angeles,1,35,10,Debit Card,Tablet,0
1468.05,Bill Payment,6.0,New York,1,91,7,Credit Card,Mobile,0
693.34,POS Payment,12.0,Los Angeles,0,18,13,UPI,Tablet,1
3747.03,Bill Payment,6.0,Miami,1,112,10,Debit Card,Mobile,0
4585.13,Online Purchase,7.0,New York,0,65,5,Credit Card,Tablet,0
401.64,Bank Transfer,18.0,Chicago,3,28,9,UPI,Mobile,0
3230.53,Bill Payment,14.0,Los Angeles,1,25,8,UPI,Desktop,0
4511.18,Online Purchase,18.0,Seattle,0,43,3,UPI,Tablet,0
967.83,POS Payment,20.0,Chicago,1,68,12,Credit Card,Tablet,0
3641.41,Bill Payment,12.0,Seattle,0,99,1,UPI,Mobile,0
4275.33,Bill Payment,12.0,San Francisco,2,29,9,Debit Card,Mobile,0
2397.72,Bill Payment,0.0,Miami,2,43,6,Credit Card,Desktop,0
1158.05,POS Payment,18.0,Los Angeles,2,117,9,Credit Card,Desktop,0
2014.47,Online Purchase,13.0,Chicago,4,39,14,UPI,Tablet,0
4763.27,POS Payment,22.0,Miami,1,114,6,Debit Card,Tablet,0
1102.09,Bill Payment,2.0,Boston,2,1,2,Debit Card,Mobile,0
1842.4,ATM Withdrawal,6.0,Houston,0,78,8,Debit Card,Desktop,0
4178.0,Online Purchase,23.0,Chicago,3,58,8,UPI,Tablet,0
1023.82,POS Payment,20.0,Houston,0,59,14,Credit Card,Mobile,0
2445.34,ATM Withdrawal,10.0,Houston,3,67,1,Debit Card,Mobile,0
2246.62,Online Purchase,1.0,Boston,2,113,5,Credit Card,Mobile,0
374.31,ATM Withdrawal,20.0,Los Angeles,0,81,3,Net Banking,Mobile,0
4334.3,Bill Payment,6.0,Seattle,4,28,9,Net Banking,Desktop,0
342.73,POS Payment,12.0,Houston,1,52,13,Debit Card,Desktop,0
49997.8,POS Payment,7.0,Houston,1,89,11,UPI,Desktop,0
1092.29,Online Purchase,21.0,Los Angeles,4,37,6,Credit Card,Mobile,0
3482.1,POS Payment,19.0,Boston,3,106,8,Net Banking,Desktop,0
1695.59,POS Payment,0.0,Boston,3,29,11,Credit Card,Tablet,0
250.66,ATM Withdrawal,11.0,Los Angeles,0,13,4,Credit Card,Mobile,0
2654.34,Online Purchase,4.0,Los Angeles,4,48,1,Debit Card,Tablet,0
2667.04,Online Purchase,22.0,Seattle,4,49,13,Credit Card,Mobile,0
3611.54,Bank Transfer,13.0,Houston,4,116,4,Debit Card,Tablet,0
1965.74,ATM Withdrawal,13.0,Chicago,2,102,2,UPI,Mobile,0
595.97,POS Payment,23.0,Chicago,0,33,5,Debit Card,Mobile,0
1312.77,Bill Payment,10.0,San Francisco,1,41,8,Debit Card,Mobile,0
4726.39,Online Purchase,14.0,Seattle,1,39,14,Net Banking,Tablet,0
3988.18,Bill Payment,19.0,Los Angeles,2,8,10,Net Banking,Tablet,0
4748.29,POS Payment,12.0,Los Angeles,2,19,11,UPI,Mobile,0
3505.77,Bill Payment,22.0,New York,1,113,12,Credit Card,Mobile,0
766.22,Online Purchase,7.0,Chicago,3,85,3,Net Banking,Desktop,0
2930.23,Bill Payment,10.0,Miami,3,110,7,Net Banking,Tablet,0
4662.52,Bill Payment,4.0,San Francisco,2,79,8,UPI,Desktop,0
1045.03,POS Payment,0.0,New York,1,27,6,UPI,Tablet,0
4005.35,Bank Transfer,12.0,Houston,0,101,3,Debit Card,Desktop,0
3777.46,POS Payment,0.0,Miami,4,84,12,UPI,Tablet,0
2213.04,Online Purchase,19.0,Boston,3,41,1,Net Banking,Tablet,0
4133.02,Bank Transfer,0.0,Seattle,4,17,13,Debit Card,Desktop,0
1356.58,ATM Withdrawal,3.0,Seattle,0,100,13,Net Banking,Desktop,0
79.5,ATM Withdrawal,11.0,Houston,4,24,6,UPI,Desktop,0
798.64,Online Purchase,14.0,Los Angeles,1,28,6,Credit Card,Desktop,0
1701.66,Bank Transfer,15.0,Houston,0,83,7,Credit Card,Tablet,0
2900.97,POS Payment,15.0,Los Angeles,1,3,12,UPI,Tablet,0
3821.71,Online Purchase,23.0,Chicago,1,37,1,Net Banking,Mobile,0
